sign_id,ratio,k,n_injected,injected_idx,injected_frames,n_detected,detected_idx,detected_frames,detect_precision,detect_recall,err_m,fallback
48,0.2,19,4,1|4|6|9,2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000013|2011_09_26_drive_0059_0000000016|2011_09_26_drive_0059_0000000022,12,0|1|2|3|4|5|6|9|15|16|17|18,2011_09_26_drive_0059_0000000006|2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000009|2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000013|2011_09_26_drive_0059_0000000015|2011_09_26_drive_0059_0000000016|2011_09_26_drive_0059_0000000022|2011_09_26_drive_0059_0000000034|2011_09_26_drive_0059_0000000036|2011_09_26_drive_0059_0000000038|2011_09_26_drive_0059_0000000040,0.333,1.0,1.186,0
49,0.2,13,3,6|9|10,2011_09_26_drive_0059_0000000066|2011_09_26_drive_0059_0000000072|2011_09_26_drive_0059_0000000074,6,4|6|9|10|11|12,2011_09_26_drive_0059_0000000062|2011_09_26_drive_0059_0000000066|2011_09_26_drive_0059_0000000072|2011_09_26_drive_0059_0000000074|2011_09_26_drive_0059_0000000076|2011_09_26_drive_0059_0000000078,0.5,1.0,0.88,0
50,0.2,13,3,3|8|9,2011_09_26_drive_0059_0000000060|2011_09_26_drive_0059_0000000070|2011_09_26_drive_0059_0000000072,3,3|8|9,2011_09_26_drive_0059_0000000060|2011_09_26_drive_0059_0000000070|2011_09_26_drive_0059_0000000072,1.0,1.0,0.694,0
51,0.2,13,3,0|5|10,2011_09_26_drive_0059_0000000055|2011_09_26_drive_0059_0000000064|2011_09_26_drive_0059_0000000074,3,0|5|10,2011_09_26_drive_0059_0000000055|2011_09_26_drive_0059_0000000064|2011_09_26_drive_0059_0000000074,1.0,1.0,1.254,0
52,0.2,11,2,3|7,2011_09_26_drive_0059_0000000350|2011_09_26_drive_0059_0000000358,2,3|7,2011_09_26_drive_0059_0000000350|2011_09_26_drive_0059_0000000358,1.0,1.0,3.391,0
54,0.2,13,3,5|8|10,2011_09_26_drive_0061_0000000173|2011_09_26_drive_0061_0000000176|2011_09_26_drive_0061_0000000178,3,5|8|10,2011_09_26_drive_0061_0000000173|2011_09_26_drive_0061_0000000176|2011_09_26_drive_0061_0000000178,1.0,1.0,0.404,0
58,0.2,33,7,1|5|8|13|26|27|31,2011_09_26_drive_0064_0000000395|2011_09_26_drive_0064_0000000399|2011_09_26_drive_0064_0000000402|2011_09_26_drive_0064_0000000407|2011_09_26_drive_0064_0000000420|2011_09_26_drive_0064_0000000421|2011_09_26_drive_0064_0000000425,12,1|2|4|5|8|10|13|22|26|27|31|32,2011_09_26_drive_0064_0000000395|2011_09_26_drive_0064_0000000396|2011_09_26_drive_0064_0000000398|2011_09_26_drive_0064_0000000399|2011_09_26_drive_0064_0000000402|2011_09_26_drive_0064_0000000404|2011_09_26_drive_0064_0000000407|2011_09_26_drive_0064_0000000416|2011_09_26_drive_0064_0000000420|2011_09_26_drive_0064_0000000421|2011_09_26_drive_0064_0000000425|2011_09_26_drive_0064_0000000426,0.583,1.0,3.834,0
63,0.2,7,1,4,2011_09_26_drive_0070_0000000355,3,0|4|6,2011_09_26_drive_0070_0000000351|2011_09_26_drive_0070_0000000355|2011_09_26_drive_0070_0000000357,0.333,1.0,2.982,0
64,0.2,10,2,3|5,2011_09_26_drive_0084_0000000136|2011_09_26_drive_0084_0000000138,2,3|5,2011_09_26_drive_0084_0000000136|2011_09_26_drive_0084_0000000138,1.0,1.0,6.443,0
67,0.2,18,4,8|9|11|12,2011_09_26_drive_0091_0000000127|2011_09_26_drive_0091_0000000128|2011_09_26_drive_0091_0000000130|2011_09_26_drive_0091_0000000131,5,8|9|11|12|17,2011_09_26_drive_0091_0000000127|2011_09_26_drive_0091_0000000128|2011_09_26_drive_0091_0000000130|2011_09_26_drive_0091_0000000131|2011_09_26_drive_0091_0000000136,0.8,1.0,0.559,0
68,0.2,16,3,7|9|13,2011_09_26_drive_0091_0000000144|2011_09_26_drive_0091_0000000148|2011_09_26_drive_0091_0000000156,5,4|5|7|9|13,2011_09_26_drive_0091_0000000138|2011_09_26_drive_0091_0000000140|2011_09_26_drive_0091_0000000144|2011_09_26_drive_0091_0000000148|2011_09_26_drive_0091_0000000156,0.6,1.0,5.941,0
69,0.2,10,2,5|9,2011_09_26_drive_0091_0000000332|2011_09_26_drive_0091_0000000339,3,1|5|9,2011_09_26_drive_0091_0000000324|2011_09_26_drive_0091_0000000332|2011_09_26_drive_0091_0000000339,0.667,1.0,0.484,0
70,0.2,11,2,5|6,2011_09_26_drive_0093_0000000138|2011_09_26_drive_0093_0000000139,9,0|1|2|5|6|7|8|9|10,2011_09_26_drive_0093_0000000133|2011_09_26_drive_0093_0000000134|2011_09_26_drive_0093_0000000135|2011_09_26_drive_0093_0000000138|2011_09_26_drive_0093_0000000139|2011_09_26_drive_0093_0000000140|2011_09_26_drive_0093_0000000141|2011_09_26_drive_0093_0000000142|2011_09_26_drive_0093_0000000143,0.222,1.0,2.864,0
71,0.2,12,2,4|7,2011_09_26_drive_0093_0000000137|2011_09_26_drive_0093_0000000140,10,0|1|2|3|4|7|8|9|10|11,2011_09_26_drive_0093_0000000133|2011_09_26_drive_0093_0000000134|2011_09_26_drive_0093_0000000135|2011_09_26_drive_0093_0000000136|2011_09_26_drive_0093_0000000137|2011_09_26_drive_0093_0000000140|2011_09_26_drive_0093_0000000141|2011_09_26_drive_0093_0000000142|2011_09_26_drive_0093_0000000143|2011_09_26_drive_0093_0000000144,0.2,1.0,1.241,0
72,0.2,26,5,1|7|9|22|24,2011_09_26_drive_0093_0000000357|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000365|2011_09_26_drive_0093_0000000378|2011_09_26_drive_0093_0000000380,24,0|1|2|3|4|5|6|7|8|9|10|11|14|15|16|17|18|19|20|21|22|23|24|25,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000357|2011_09_26_drive_0093_0000000358|2011_09_26_drive_0093_0000000359|2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000364|2011_09_26_drive_0093_0000000365|2011_09_26_drive_0093_0000000366|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000370|2011_09_26_drive_0093_0000000371|2011_09_26_drive_0093_0000000372|2011_09_26_drive_0093_0000000373|2011_09_26_drive_0093_0000000374|2011_09_26_drive_0093_0000000375|2011_09_26_drive_0093_0000000376|2011_09_26_drive_0093_0000000377|2011_09_26_drive_0093_0000000378|2011_09_26_drive_0093_0000000379|2011_09_26_drive_0093_0000000380|2011_09_26_drive_0093_0000000381,0.208,1.0,14.867,0
73,0.2,17,3,3|11|13,2011_09_26_drive_0093_0000000359|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000369,16,0|1|2|3|4|5|6|7|9|10|11|12|13|14|15|16,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000357|2011_09_26_drive_0093_0000000358|2011_09_26_drive_0093_0000000359|2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000365|2011_09_26_drive_0093_0000000366|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000369|2011_09_26_drive_0093_0000000370|2011_09_26_drive_0093_0000000371|2011_09_26_drive_0093_0000000372,0.188,1.0,11.838,0
75,0.2,19,4,0|1|7|12,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000357|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000368,17,0|1|2|3|4|5|6|7|8|11|12|13|14|15|16|17|18,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000357|2011_09_26_drive_0093_0000000358|2011_09_26_drive_0093_0000000359|2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000364|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000369|2011_09_26_drive_0093_0000000370|2011_09_26_drive_0093_0000000371|2011_09_26_drive_0093_0000000372|2011_09_26_drive_0093_0000000373|2011_09_26_drive_0093_0000000374,0.235,1.0,12.782,0
76,0.2,19,4,9|11|13|17,2011_09_26_drive_0093_0000000369|2011_09_26_drive_0093_0000000371|2011_09_26_drive_0093_0000000373|2011_09_26_drive_0093_0000000377,18,0|1|2|3|4|5|6|7|9|10|11|12|13|14|15|16|17|18,2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000364|2011_09_26_drive_0093_0000000365|2011_09_26_drive_0093_0000000366|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000369|2011_09_26_drive_0093_0000000370|2011_09_26_drive_0093_0000000371|2011_09_26_drive_0093_0000000372|2011_09_26_drive_0093_0000000373|2011_09_26_drive_0093_0000000374|2011_09_26_drive_0093_0000000375|2011_09_26_drive_0093_0000000376|2011_09_26_drive_0093_0000000377|2011_09_26_drive_0093_0000000378,0.222,1.0,10.815,0
81,0.2,7,1,1,2011_09_26_drive_0101_0000000427,4,0|1|5|6,2011_09_26_drive_0101_0000000426|2011_09_26_drive_0101_0000000427|2011_09_26_drive_0101_0000000431|2011_09_26_drive_0101_0000000432,0.25,1.0,0.335,0
84,0.2,8,2,5|7,2011_09_26_drive_0101_0000000749|2011_09_26_drive_0101_0000000751,5,0|1|5|6|7,2011_09_26_drive_0101_0000000744|2011_09_26_drive_0101_0000000745|2011_09_26_drive_0101_0000000749|2011_09_26_drive_0101_0000000750|2011_09_26_drive_0101_0000000751,0.4,1.0,2.405,0
87,0.2,19,4,1|6|9|14,2011_09_26_drive_0104_0000000017|2011_09_26_drive_0104_0000000022|2011_09_26_drive_0104_0000000025|2011_09_26_drive_0104_0000000030,9,0|1|4|6|9|14|16|17|18,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000017|2011_09_26_drive_0104_0000000020|2011_09_26_drive_0104_0000000022|2011_09_26_drive_0104_0000000025|2011_09_26_drive_0104_0000000030|2011_09_26_drive_0104_0000000032|2011_09_26_drive_0104_0000000033|2011_09_26_drive_0104_0000000034,0.444,1.0,0.572,0
88,0.2,19,4,1|13|14|15,2011_09_26_drive_0104_0000000017|2011_09_26_drive_0104_0000000029|2011_09_26_drive_0104_0000000030|2011_09_26_drive_0104_0000000031,7,1|5|6|13|14|15|18,2011_09_26_drive_0104_0000000017|2011_09_26_drive_0104_0000000021|2011_09_26_drive_0104_0000000022|2011_09_26_drive_0104_0000000029|2011_09_26_drive_0104_0000000030|2011_09_26_drive_0104_0000000031|2011_09_26_drive_0104_0000000034,0.571,1.0,0.658,0
89,0.2,12,2,8|11,2011_09_26_drive_0104_0000000024|2011_09_26_drive_0104_0000000027,3,0|8|11,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000024|2011_09_26_drive_0104_0000000027,0.667,1.0,13.524,0
90,0.2,19,4,0|3|6|14,2011_09_26_drive_0104_0000000035|2011_09_26_drive_0104_0000000038|2011_09_26_drive_0104_0000000041|2011_09_26_drive_0104_0000000050,7,0|3|6|8|14|16|18,2011_09_26_drive_0104_0000000035|2011_09_26_drive_0104_0000000038|2011_09_26_drive_0104_0000000041|2011_09_26_drive_0104_0000000043|2011_09_26_drive_0104_0000000050|2011_09_26_drive_0104_0000000052|2011_09_26_drive_0104_0000000054,0.571,1.0,0.775,0
91,0.2,16,3,0|11|13,2011_09_26_drive_0104_0000000057|2011_09_26_drive_0104_0000000068|2011_09_26_drive_0104_0000000070,4,0|5|11|13,2011_09_26_drive_0104_0000000057|2011_09_26_drive_0104_0000000062|2011_09_26_drive_0104_0000000068|2011_09_26_drive_0104_0000000070,0.75,1.0,0.202,0
93,0.2,14,3,6|7|9,2011_09_26_drive_0104_0000000202|2011_09_26_drive_0104_0000000203|2011_09_26_drive_0104_0000000205,4,2|6|7|9,2011_09_26_drive_0104_0000000198|2011_09_26_drive_0104_0000000202|2011_09_26_drive_0104_0000000203|2011_09_26_drive_0104_0000000205,0.75,1.0,0.445,0
94,0.2,8,2,2|3,2011_09_26_drive_0104_0000000219|2011_09_26_drive_0104_0000000221,2,2|3,2011_09_26_drive_0104_0000000219|2011_09_26_drive_0104_0000000221,1.0,1.0,0.319,0
96,0.2,7,1,1,2011_09_26_drive_0104_0000000302,1,1,2011_09_26_drive_0104_0000000302,1.0,1.0,0.581,0
97,0.2,13,3,4|5|6,2011_09_26_drive_0106_0000000208|2011_09_26_drive_0106_0000000209|2011_09_26_drive_0106_0000000210,9,0|1|4|5|6|7|8|9|12,2011_09_26_drive_0106_0000000204|2011_09_26_drive_0106_0000000205|2011_09_26_drive_0106_0000000208|2011_09_26_drive_0106_0000000209|2011_09_26_drive_0106_0000000210|2011_09_26_drive_0106_0000000211|2011_09_26_drive_0106_0000000212|2011_09_26_drive_0106_0000000213|2011_09_26_drive_0106_0000000216,0.333,1.0,3.637,0
98,0.2,18,4,4|5|12|14,2011_09_26_drive_0106_0000000208|2011_09_26_drive_0106_0000000209|2011_09_26_drive_0106_0000000216|2011_09_26_drive_0106_0000000219,5,1|4|5|12|14,2011_09_26_drive_0106_0000000205|2011_09_26_drive_0106_0000000208|2011_09_26_drive_0106_0000000209|2011_09_26_drive_0106_0000000216|2011_09_26_drive_0106_0000000219,0.8,1.0,0.918,0
99,0.2,10,2,1|8,2011_09_26_drive_0106_0000000213|2011_09_26_drive_0106_0000000223,8,0|1|2|3|4|5|6|8,2011_09_26_drive_0106_0000000212|2011_09_26_drive_0106_0000000213|2011_09_26_drive_0106_0000000214|2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000216|2011_09_26_drive_0106_0000000217|2011_09_26_drive_0106_0000000219|2011_09_26_drive_0106_0000000223,0.25,1.0,4.735,0
102,0.2,11,2,5|10,2011_09_28_drive_0002_0000000043|2011_09_28_drive_0002_0000000053,2,5|10,2011_09_28_drive_0002_0000000043|2011_09_28_drive_0002_0000000053,1.0,1.0,0.173,0
103,0.2,14,3,4|9|10,2011_09_28_drive_0002_0000000063|2011_09_28_drive_0002_0000000068|2011_09_28_drive_0002_0000000069,4,2|4|9|10,2011_09_28_drive_0002_0000000061|2011_09_28_drive_0002_0000000063|2011_09_28_drive_0002_0000000068|2011_09_28_drive_0002_0000000069,0.75,1.0,11.977,0
105,0.2,8,2,1|2,2011_09_29_drive_0026_0000000004|2011_09_29_drive_0026_0000000006,2,1|2,2011_09_29_drive_0026_0000000004|2011_09_29_drive_0026_0000000006,1.0,1.0,0.458,0
106,0.2,8,2,1|2,2011_09_29_drive_0071_0000000161|2011_09_29_drive_0071_0000000163,4,1|2|5|7,2011_09_29_drive_0071_0000000161|2011_09_29_drive_0071_0000000163|2011_09_29_drive_0071_0000000169|2011_09_29_drive_0071_0000000173,0.5,1.0,1.118,0
108,0.2,17,3,2|3|11,2011_09_30_drive_0018_0000000079|2011_09_30_drive_0018_0000000080|2011_09_30_drive_0018_0000000088,4,2|3|5|11,2011_09_30_drive_0018_0000000079|2011_09_30_drive_0018_0000000080|2011_09_30_drive_0018_0000000082|2011_09_30_drive_0018_0000000088,0.75,1.0,0.611,0
109,0.2,21,4,3|7|11|18,2011_09_30_drive_0018_0000000743|2011_09_30_drive_0018_0000000747|2011_09_30_drive_0018_0000000751|2011_09_30_drive_0018_0000000758,6,0|1|3|7|11|18,2011_09_30_drive_0018_0000000740|2011_09_30_drive_0018_0000000741|2011_09_30_drive_0018_0000000743|2011_09_30_drive_0018_0000000747|2011_09_30_drive_0018_0000000751|2011_09_30_drive_0018_0000000758,0.667,1.0,0.99,0
111,0.2,21,4,0|4|10|13,2011_09_30_drive_0018_0000001484|2011_09_30_drive_0018_0000001488|2011_09_30_drive_0018_0000001494|2011_09_30_drive_0018_0000001497,6,0|3|4|9|10|13,2011_09_30_drive_0018_0000001484|2011_09_30_drive_0018_0000001487|2011_09_30_drive_0018_0000001488|2011_09_30_drive_0018_0000001493|2011_09_30_drive_0018_0000001494|2011_09_30_drive_0018_0000001497,0.667,1.0,1.309,0
112,0.2,21,4,0|1|5|12,2011_09_30_drive_0018_0000002260|2011_09_30_drive_0018_0000002261|2011_09_30_drive_0018_0000002265|2011_09_30_drive_0018_0000002272,12,0|1|2|3|4|5|6|10|12|18|19|20,2011_09_30_drive_0018_0000002260|2011_09_30_drive_0018_0000002261|2011_09_30_drive_0018_0000002262|2011_09_30_drive_0018_0000002263|2011_09_30_drive_0018_0000002264|2011_09_30_drive_0018_0000002265|2011_09_30_drive_0018_0000002266|2011_09_30_drive_0018_0000002270|2011_09_30_drive_0018_0000002272|2011_09_30_drive_0018_0000002278|2011_09_30_drive_0018_0000002279|2011_09_30_drive_0018_0000002280,0.333,1.0,3.027,0
114,0.2,9,2,2|5,2011_09_30_drive_0018_0000002605|2011_09_30_drive_0018_0000002608,2,2|5,2011_09_30_drive_0018_0000002605|2011_09_30_drive_0018_0000002608,1.0,1.0,1.628,0
115,0.2,14,3,2|8|10,2011_09_30_drive_0018_0000002662|2011_09_30_drive_0018_0000002668|2011_09_30_drive_0018_0000002670,4,1|2|8|10,2011_09_30_drive_0018_0000002661|2011_09_30_drive_0018_0000002662|2011_09_30_drive_0018_0000002668|2011_09_30_drive_0018_0000002670,0.75,1.0,0.909,0
117,0.2,7,1,2,2011_09_30_drive_0020_0000000224,1,2,2011_09_30_drive_0020_0000000224,1.0,1.0,1.175,0
118,0.2,16,3,4|8|13,2011_09_30_drive_0020_0000000847|2011_09_30_drive_0020_0000000851|2011_09_30_drive_0020_0000000856,10,0|1|3|4|6|8|12|13|14|15,2011_09_30_drive_0020_0000000843|2011_09_30_drive_0020_0000000844|2011_09_30_drive_0020_0000000846|2011_09_30_drive_0020_0000000847|2011_09_30_drive_0020_0000000849|2011_09_30_drive_0020_0000000851|2011_09_30_drive_0020_0000000855|2011_09_30_drive_0020_0000000856|2011_09_30_drive_0020_0000000857|2011_09_30_drive_0020_0000000858,0.3,1.0,1.854,0
119,0.2,7,1,3,2011_09_30_drive_0020_0000001044,2,0|3,2011_09_30_drive_0020_0000001041|2011_09_30_drive_0020_0000001044,0.5,1.0,0.612,0
120,0.2,16,3,7|11|13,2011_09_30_drive_0027_0000000112|2011_09_30_drive_0027_0000000116|2011_09_30_drive_0027_0000000118,6,0|2|3|7|11|13,2011_09_30_drive_0027_0000000105|2011_09_30_drive_0027_0000000107|2011_09_30_drive_0027_0000000108|2011_09_30_drive_0027_0000000112|2011_09_30_drive_0027_0000000116|2011_09_30_drive_0027_0000000118,0.5,1.0,4.028,0
121,0.2,18,4,1|5|11|17,2011_09_30_drive_0027_0000000433|2011_09_30_drive_0027_0000000437|2011_09_30_drive_0027_0000000443|2011_09_30_drive_0027_0000000449,5,1|5|8|11|17,2011_09_30_drive_0027_0000000433|2011_09_30_drive_0027_0000000437|2011_09_30_drive_0027_0000000440|2011_09_30_drive_0027_0000000443|2011_09_30_drive_0027_0000000449,0.8,1.0,1.603,0
122,0.2,10,2,1|4,2011_09_30_drive_0027_0000000441|2011_09_30_drive_0027_0000000444,2,1|4,2011_09_30_drive_0027_0000000441|2011_09_30_drive_0027_0000000444,1.0,1.0,5.473,0
124,0.2,15,3,0|5|10,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000613|2011_09_30_drive_0027_0000000618,10,0|1|2|4|5|7|9|10|12|14,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000609|2011_09_30_drive_0027_0000000610|2011_09_30_drive_0027_0000000612|2011_09_30_drive_0027_0000000613|2011_09_30_drive_0027_0000000615|2011_09_30_drive_0027_0000000617|2011_09_30_drive_0027_0000000618|2011_09_30_drive_0027_0000000620|2011_09_30_drive_0027_0000000623,0.3,1.0,1.01,0
125,0.2,15,3,10|11|14,2011_09_30_drive_0027_0000000618|2011_09_30_drive_0027_0000000619|2011_09_30_drive_0027_0000000623,6,0|1|4|10|11|14,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000609|2011_09_30_drive_0027_0000000612|2011_09_30_drive_0027_0000000618|2011_09_30_drive_0027_0000000619|2011_09_30_drive_0027_0000000623,0.5,1.0,0.907,0
126,0.2,27,5,2|11|21|24|25,2011_09_30_drive_0027_0000000616|2011_09_30_drive_0027_0000000626|2011_09_30_drive_0027_0000000647|2011_09_30_drive_0027_0000000650|2011_09_30_drive_0027_0000000651,14,0|2|5|11|13|17|19|20|21|22|23|24|25|26,2011_09_30_drive_0027_0000000614|2011_09_30_drive_0027_0000000616|2011_09_30_drive_0027_0000000619|2011_09_30_drive_0027_0000000626|2011_09_30_drive_0027_0000000628|2011_09_30_drive_0027_0000000643|2011_09_30_drive_0027_0000000645|2011_09_30_drive_0027_0000000646|2011_09_30_drive_0027_0000000647|2011_09_30_drive_0027_0000000648|2011_09_30_drive_0027_0000000649|2011_09_30_drive_0027_0000000650|2011_09_30_drive_0027_0000000651|2011_09_30_drive_0027_0000000652,0.357,1.0,1.764,0
127,0.2,7,1,6,2011_09_30_drive_0027_0000000865,1,6,2011_09_30_drive_0027_0000000865,1.0,1.0,0.917,0
130,0.2,16,3,2|6|15,2011_09_30_drive_0027_0000000996|2011_09_30_drive_0027_0000001000|2011_09_30_drive_0027_0000001009,11,0|1|2|3|4|6|8|12|13|14|15,2011_09_30_drive_0027_0000000994|2011_09_30_drive_0027_0000000995|2011_09_30_drive_0027_0000000996|2011_09_30_drive_0027_0000000997|2011_09_30_drive_0027_0000000998|2011_09_30_drive_0027_0000001000|2011_09_30_drive_0027_0000001002|2011_09_30_drive_0027_0000001006|2011_09_30_drive_0027_0000001007|2011_09_30_drive_0027_0000001008|2011_09_30_drive_0027_0000001009,0.273,1.0,2.328,0
132,0.2,7,1,6,2011_09_30_drive_0028_0000000069,1,6,2011_09_30_drive_0028_0000000069,1.0,1.0,1.408,0
138,0.2,9,2,3|7,2011_09_30_drive_0028_0000001864|2011_09_30_drive_0028_0000001872,2,3|7,2011_09_30_drive_0028_0000001864|2011_09_30_drive_0028_0000001872,1.0,1.0,4.011,0
139,0.2,7,1,5,2011_09_30_drive_0028_0000001872,2,3|5,2011_09_30_drive_0028_0000001868|2011_09_30_drive_0028_0000001872,0.5,1.0,1.006,0
141,0.2,15,3,1|7|14,2011_09_30_drive_0028_0000002475|2011_09_30_drive_0028_0000002482|2011_09_30_drive_0028_0000002489,4,1|7|13|14,2011_09_30_drive_0028_0000002475|2011_09_30_drive_0028_0000002482|2011_09_30_drive_0028_0000002488|2011_09_30_drive_0028_0000002489,0.75,1.0,5.189,0
142,0.2,12,2,0|8,2011_09_30_drive_0028_0000002484|2011_09_30_drive_0028_0000002494,4,0|8|10|11,2011_09_30_drive_0028_0000002484|2011_09_30_drive_0028_0000002494|2011_09_30_drive_0028_0000002499|2011_09_30_drive_0028_0000002501,0.5,1.0,1.335,0
144,0.2,11,2,2|6,2011_09_30_drive_0028_0000002571|2011_09_30_drive_0028_0000002575,2,2|6,2011_09_30_drive_0028_0000002571|2011_09_30_drive_0028_0000002575,1.0,1.0,2.69,0
146,0.2,7,1,2,2011_09_30_drive_0028_0000002598,1,2,2011_09_30_drive_0028_0000002598,1.0,1.0,1.875,0
147,0.2,8,2,5|7,2011_09_30_drive_0028_0000002889|2011_09_30_drive_0028_0000002893,3,1|5|7,2011_09_30_drive_0028_0000002881|2011_09_30_drive_0028_0000002889|2011_09_30_drive_0028_0000002893,0.667,1.0,1.196,0
148,0.2,11,2,5|10,2011_09_30_drive_0028_0000002975|2011_09_30_drive_0028_0000002985,2,5|10,2011_09_30_drive_0028_0000002975|2011_09_30_drive_0028_0000002985,1.0,1.0,0.942,0
151,0.2,8,2,1|7,2011_09_30_drive_0028_0000002969|2011_09_30_drive_0028_0000002979,3,0|1|7,2011_09_30_drive_0028_0000002968|2011_09_30_drive_0028_0000002969|2011_09_30_drive_0028_0000002979,0.667,1.0,0.339,0
153,0.2,10,2,0|8,2011_09_30_drive_0028_0000003216|2011_09_30_drive_0028_0000003228,2,0|8,2011_09_30_drive_0028_0000003216|2011_09_30_drive_0028_0000003228,1.0,1.0,0.643,0
156,0.2,10,2,2|6,2011_09_30_drive_0028_0000003458|2011_09_30_drive_0028_0000003462,2,2|6,2011_09_30_drive_0028_0000003458|2011_09_30_drive_0028_0000003462,1.0,1.0,3.42,0
157,0.2,10,2,1|9,2011_09_30_drive_0028_0000003462|2011_09_30_drive_0028_0000003470,2,1|9,2011_09_30_drive_0028_0000003462|2011_09_30_drive_0028_0000003470,1.0,1.0,0.963,0
159,0.2,8,2,4|7,2011_09_30_drive_0028_0000003713|2011_09_30_drive_0028_0000003718,2,4|7,2011_09_30_drive_0028_0000003713|2011_09_30_drive_0028_0000003718,1.0,1.0,0.332,0
169,0.2,7,1,6,2011_09_30_drive_0028_0000004833,1,6,2011_09_30_drive_0028_0000004833,1.0,1.0,0.398,0
170,0.2,7,1,6,2011_09_30_drive_0028_0000004833,1,6,2011_09_30_drive_0028_0000004833,1.0,1.0,0.579,0
172,0.2,7,1,6,2011_09_30_drive_0028_0000004956,3,0|3|6,2011_09_30_drive_0028_0000004950|2011_09_30_drive_0028_0000004953|2011_09_30_drive_0028_0000004956,0.333,1.0,1.478,0
173,0.2,12,2,2|7,2011_09_30_drive_0028_0000004952|2011_09_30_drive_0028_0000004958,2,2|7,2011_09_30_drive_0028_0000004952|2011_09_30_drive_0028_0000004958,1.0,1.0,6.954,0
174,0.2,7,1,5,2011_09_30_drive_0028_0000004955,1,5,2011_09_30_drive_0028_0000004955,1.0,1.0,0.679,0
175,0.2,10,2,5|8,2011_09_30_drive_0028_0000005045|2011_09_30_drive_0028_0000005051,4,0|5|6|8,2011_09_30_drive_0028_0000005039|2011_09_30_drive_0028_0000005045|2011_09_30_drive_0028_0000005047|2011_09_30_drive_0028_0000005051,0.5,1.0,11.986,0
177,0.2,8,2,4|5,2011_09_30_drive_0033_0000000507|2011_09_30_drive_0033_0000000508,2,4|5,2011_09_30_drive_0033_0000000507|2011_09_30_drive_0033_0000000508,1.0,1.0,1.151,0
178,0.2,11,2,7|8,2011_09_30_drive_0033_0000000515|2011_09_30_drive_0033_0000000517,2,7|8,2011_09_30_drive_0033_0000000515|2011_09_30_drive_0033_0000000517,1.0,1.0,2.911,0
183,0.2,13,3,2|3|9,2011_09_30_drive_0033_0000001462|2011_09_30_drive_0033_0000001463|2011_09_30_drive_0033_0000001469,4,1|2|3|9,2011_09_30_drive_0033_0000001461|2011_09_30_drive_0033_0000001462|2011_09_30_drive_0033_0000001463|2011_09_30_drive_0033_0000001469,0.75,1.0,0.274,0
185,0.2,9,2,4|5,2011_09_30_drive_0033_0000001492|2011_09_30_drive_0033_0000001493,3,0|4|5,2011_09_30_drive_0033_0000001488|2011_09_30_drive_0033_0000001492|2011_09_30_drive_0033_0000001493,0.667,1.0,10.117,0
186,0.2,11,2,3|6,2011_09_30_drive_0034_0000000038|2011_09_30_drive_0034_0000000041,2,3|6,2011_09_30_drive_0034_0000000038|2011_09_30_drive_0034_0000000041,1.0,1.0,1.659,0
189,0.2,10,2,3|4,2011_09_30_drive_0034_0000000528|2011_09_30_drive_0034_0000000529,2,3|4,2011_09_30_drive_0034_0000000528|2011_09_30_drive_0034_0000000529,1.0,1.0,0.431,0
