sign_id,ratio,k,n_injected,injected_idx,injected_frames,n_detected,detected_idx,detected_frames,detect_precision,detect_recall,err_m,fallback
103,0.4,14,6,3|4|5|8|9|13,2011_09_28_drive_0002_0000000062|2011_09_28_drive_0002_0000000063|2011_09_28_drive_0002_0000000064|2011_09_28_drive_0002_0000000067|2011_09_28_drive_0002_0000000068|2011_09_28_drive_0002_0000000072,7,2|3|4|5|8|9|13,2011_09_28_drive_0002_0000000061|2011_09_28_drive_0002_0000000062|2011_09_28_drive_0002_0000000063|2011_09_28_drive_0002_0000000064|2011_09_28_drive_0002_0000000067|2011_09_28_drive_0002_0000000068|2011_09_28_drive_0002_0000000072,0.857,1.0,11.736,0
105,0.4,8,3,1|2|3,2011_09_29_drive_0026_0000000004|2011_09_29_drive_0026_0000000006|2011_09_29_drive_0026_0000000008,4,0|1|2|3,2011_09_29_drive_0026_0000000002|2011_09_29_drive_0026_0000000004|2011_09_29_drive_0026_0000000006|2011_09_29_drive_0026_0000000008,0.75,1.0,0.958,0
106,0.4,8,3,3|4|5,2011_09_29_drive_0071_0000000165|2011_09_29_drive_0071_0000000167|2011_09_29_drive_0071_0000000169,3,3|4|5,2011_09_29_drive_0071_0000000165|2011_09_29_drive_0071_0000000167|2011_09_29_drive_0071_0000000169,1.0,1.0,1.596,0
108,0.4,17,7,0|1|5|6|12|13|15,2011_09_30_drive_0018_0000000077|2011_09_30_drive_0018_0000000078|2011_09_30_drive_0018_0000000082|2011_09_30_drive_0018_0000000083|2011_09_30_drive_0018_0000000089|2011_09_30_drive_0018_0000000090|2011_09_30_drive_0018_0000000092,7,0|1|5|6|12|13|15,2011_09_30_drive_0018_0000000077|2011_09_30_drive_0018_0000000078|2011_09_30_drive_0018_0000000082|2011_09_30_drive_0018_0000000083|2011_09_30_drive_0018_0000000089|2011_09_30_drive_0018_0000000090|2011_09_30_drive_0018_0000000092,1.0,1.0,0.887,0
109,0.4,21,8,6|9|11|13|14|16|18|19,2011_09_30_drive_0018_0000000746|2011_09_30_drive_0018_0000000749|2011_09_30_drive_0018_0000000751|2011_09_30_drive_0018_0000000753|2011_09_30_drive_0018_0000000754|2011_09_30_drive_0018_0000000756|2011_09_30_drive_0018_0000000758|2011_09_30_drive_0018_0000000759,10,0|1|6|9|11|13|14|16|18|19,2011_09_30_drive_0018_0000000740|2011_09_30_drive_0018_0000000741|2011_09_30_drive_0018_0000000746|2011_09_30_drive_0018_0000000749|2011_09_30_drive_0018_0000000751|2011_09_30_drive_0018_0000000753|2011_09_30_drive_0018_0000000754|2011_09_30_drive_0018_0000000756|2011_09_30_drive_0018_0000000758|2011_09_30_drive_0018_0000000759,0.8,1.0,1.068,0
111,0.4,21,8,5|6|8|11|12|13|15|19,2011_09_30_drive_0018_0000001489|2011_09_30_drive_0018_0000001490|2011_09_30_drive_0018_0000001492|2011_09_30_drive_0018_0000001495|2011_09_30_drive_0018_0000001496|2011_09_30_drive_0018_0000001497|2011_09_30_drive_0018_0000001499|2011_09_30_drive_0018_0000001503,10,3|5|6|8|9|11|12|13|15|19,2011_09_30_drive_0018_0000001487|2011_09_30_drive_0018_0000001489|2011_09_30_drive_0018_0000001490|2011_09_30_drive_0018_0000001492|2011_09_30_drive_0018_0000001493|2011_09_30_drive_0018_0000001495|2011_09_30_drive_0018_0000001496|2011_09_30_drive_0018_0000001497|2011_09_30_drive_0018_0000001499|2011_09_30_drive_0018_0000001503,0.8,1.0,1.168,0
112,0.4,21,8,1|9|10|11|12|15|17|19,2011_09_30_drive_0018_0000002261|2011_09_30_drive_0018_0000002269|2011_09_30_drive_0018_0000002270|2011_09_30_drive_0018_0000002271|2011_09_30_drive_0018_0000002272|2011_09_30_drive_0018_0000002275|2011_09_30_drive_0018_0000002277|2011_09_30_drive_0018_0000002279,15,0|1|2|3|4|6|9|10|11|12|15|17|18|19|20,2011_09_30_drive_0018_0000002260|2011_09_30_drive_0018_0000002261|2011_09_30_drive_0018_0000002262|2011_09_30_drive_0018_0000002263|2011_09_30_drive_0018_0000002264|2011_09_30_drive_0018_0000002266|2011_09_30_drive_0018_0000002269|2011_09_30_drive_0018_0000002270|2011_09_30_drive_0018_0000002271|2011_09_30_drive_0018_0000002272|2011_09_30_drive_0018_0000002275|2011_09_30_drive_0018_0000002277|2011_09_30_drive_0018_0000002278|2011_09_30_drive_0018_0000002279|2011_09_30_drive_0018_0000002280,0.533,1.0,3.219,0
114,0.4,9,4,1|4|6|8,2011_09_30_drive_0018_0000002604|2011_09_30_drive_0018_0000002607|2011_09_30_drive_0018_0000002609|2011_09_30_drive_0018_0000002611,4,1|4|6|8,2011_09_30_drive_0018_0000002604|2011_09_30_drive_0018_0000002607|2011_09_30_drive_0018_0000002609|2011_09_30_drive_0018_0000002611,1.0,1.0,1.195,0
115,0.4,14,6,0|1|7|8|12|13,2011_09_30_drive_0018_0000002660|2011_09_30_drive_0018_0000002661|2011_09_30_drive_0018_0000002667|2011_09_30_drive_0018_0000002668|2011_09_30_drive_0018_0000002672|2011_09_30_drive_0018_0000002673,7,0|1|2|7|8|12|13,2011_09_30_drive_0018_0000002660|2011_09_30_drive_0018_0000002661|2011_09_30_drive_0018_0000002662|2011_09_30_drive_0018_0000002667|2011_09_30_drive_0018_0000002668|2011_09_30_drive_0018_0000002672|2011_09_30_drive_0018_0000002673,0.857,1.0,0.754,0
117,0.4,7,3,1|2|3,2011_09_30_drive_0020_0000000223|2011_09_30_drive_0020_0000000224|2011_09_30_drive_0020_0000000225,3,1|2|3,2011_09_30_drive_0020_0000000223|2011_09_30_drive_0020_0000000224|2011_09_30_drive_0020_0000000225,1.0,1.0,0.402,0
118,0.4,16,6,3|4|7|10|13|14,2011_09_30_drive_0020_0000000846|2011_09_30_drive_0020_0000000847|2011_09_30_drive_0020_0000000850|2011_09_30_drive_0020_0000000853|2011_09_30_drive_0020_0000000856|2011_09_30_drive_0020_0000000857,11,0|1|3|4|7|9|10|12|13|14|15,2011_09_30_drive_0020_0000000843|2011_09_30_drive_0020_0000000844|2011_09_30_drive_0020_0000000846|2011_09_30_drive_0020_0000000847|2011_09_30_drive_0020_0000000850|2011_09_30_drive_0020_0000000852|2011_09_30_drive_0020_0000000853|2011_09_30_drive_0020_0000000855|2011_09_30_drive_0020_0000000856|2011_09_30_drive_0020_0000000857|2011_09_30_drive_0020_0000000858,0.545,1.0,2.239,0
119,0.4,7,3,1|4|6,2011_09_30_drive_0020_0000001042|2011_09_30_drive_0020_0000001045|2011_09_30_drive_0020_0000001047,3,1|4|6,2011_09_30_drive_0020_0000001042|2011_09_30_drive_0020_0000001045|2011_09_30_drive_0020_0000001047,1.0,1.0,0.665,0
120,0.4,16,6,1|3|8|10|12|13,2011_09_30_drive_0027_0000000106|2011_09_30_drive_0027_0000000108|2011_09_30_drive_0027_0000000113|2011_09_30_drive_0027_0000000115|2011_09_30_drive_0027_0000000117|2011_09_30_drive_0027_0000000118,8,0|1|2|3|8|10|12|13,2011_09_30_drive_0027_0000000105|2011_09_30_drive_0027_0000000106|2011_09_30_drive_0027_0000000107|2011_09_30_drive_0027_0000000108|2011_09_30_drive_0027_0000000113|2011_09_30_drive_0027_0000000115|2011_09_30_drive_0027_0000000117|2011_09_30_drive_0027_0000000118,0.75,1.0,4.276,0
121,0.4,18,7,0|1|2|5|8|11|14,2011_09_30_drive_0027_0000000432|2011_09_30_drive_0027_0000000433|2011_09_30_drive_0027_0000000434|2011_09_30_drive_0027_0000000437|2011_09_30_drive_0027_0000000440|2011_09_30_drive_0027_0000000443|2011_09_30_drive_0027_0000000446,7,0|1|2|5|8|11|14,2011_09_30_drive_0027_0000000432|2011_09_30_drive_0027_0000000433|2011_09_30_drive_0027_0000000434|2011_09_30_drive_0027_0000000437|2011_09_30_drive_0027_0000000440|2011_09_30_drive_0027_0000000443|2011_09_30_drive_0027_0000000446,1.0,1.0,1.216,0
122,0.4,10,4,1|3|4|9,2011_09_30_drive_0027_0000000441|2011_09_30_drive_0027_0000000443|2011_09_30_drive_0027_0000000444|2011_09_30_drive_0027_0000000449,4,1|3|4|9,2011_09_30_drive_0027_0000000441|2011_09_30_drive_0027_0000000443|2011_09_30_drive_0027_0000000444|2011_09_30_drive_0027_0000000449,1.0,1.0,6.083,0
124,0.4,15,6,3|4|8|12|13|14,2011_09_30_drive_0027_0000000611|2011_09_30_drive_0027_0000000612|2011_09_30_drive_0027_0000000616|2011_09_30_drive_0027_0000000620|2011_09_30_drive_0027_0000000622|2011_09_30_drive_0027_0000000623,12,0|1|2|3|4|5|7|8|9|12|13|14,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000609|2011_09_30_drive_0027_0000000610|2011_09_30_drive_0027_0000000611|2011_09_30_drive_0027_0000000612|2011_09_30_drive_0027_0000000613|2011_09_30_drive_0027_0000000615|2011_09_30_drive_0027_0000000616|2011_09_30_drive_0027_0000000617|2011_09_30_drive_0027_0000000620|2011_09_30_drive_0027_0000000622|2011_09_30_drive_0027_0000000623,0.5,1.0,1.812,0
125,0.4,15,6,0|2|4|6|12|13,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000610|2011_09_30_drive_0027_0000000612|2011_09_30_drive_0027_0000000614|2011_09_30_drive_0027_0000000620|2011_09_30_drive_0027_0000000622,7,0|1|2|4|6|12|13,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000609|2011_09_30_drive_0027_0000000610|2011_09_30_drive_0027_0000000612|2011_09_30_drive_0027_0000000614|2011_09_30_drive_0027_0000000620|2011_09_30_drive_0027_0000000622,0.857,1.0,1.105,0
126,0.4,27,11,0|2|3|5|7|12|15|18|20|25|26,2011_09_30_drive_0027_0000000614|2011_09_30_drive_0027_0000000616|2011_09_30_drive_0027_0000000617|2011_09_30_drive_0027_0000000619|2011_09_30_drive_0027_0000000622|2011_09_30_drive_0027_0000000627|2011_09_30_drive_0027_0000000630|2011_09_30_drive_0027_0000000644|2011_09_30_drive_0027_0000000646|2011_09_30_drive_0027_0000000651|2011_09_30_drive_0027_0000000652,15,0|2|3|5|7|12|13|15|18|20|21|22|23|25|26,2011_09_30_drive_0027_0000000614|2011_09_30_drive_0027_0000000616|2011_09_30_drive_0027_0000000617|2011_09_30_drive_0027_0000000619|2011_09_30_drive_0027_0000000622|2011_09_30_drive_0027_0000000627|2011_09_30_drive_0027_0000000628|2011_09_30_drive_0027_0000000630|2011_09_30_drive_0027_0000000644|2011_09_30_drive_0027_0000000646|2011_09_30_drive_0027_0000000647|2011_09_30_drive_0027_0000000648|2011_09_30_drive_0027_0000000649|2011_09_30_drive_0027_0000000651|2011_09_30_drive_0027_0000000652,0.733,1.0,1.597,0
127,0.4,7,3,2|3|4,2011_09_30_drive_0027_0000000861|2011_09_30_drive_0027_0000000862|2011_09_30_drive_0027_0000000863,3,2|3|4,2011_09_30_drive_0027_0000000861|2011_09_30_drive_0027_0000000862|2011_09_30_drive_0027_0000000863,1.0,1.0,0.888,0
130,0.4,16,6,0|3|5|8|9|11,2011_09_30_drive_0027_0000000994|2011_09_30_drive_0027_0000000997|2011_09_30_drive_0027_0000000999|2011_09_30_drive_0027_0000001002|2011_09_30_drive_0027_0000001003|2011_09_30_drive_0027_0000001005,13,0|1|2|3|4|5|6|8|9|11|12|13|15,2011_09_30_drive_0027_0000000994|2011_09_30_drive_0027_0000000995|2011_09_30_drive_0027_0000000996|2011_09_30_drive_0027_0000000997|2011_09_30_drive_0027_0000000998|2011_09_30_drive_0027_0000000999|2011_09_30_drive_0027_0000001000|2011_09_30_drive_0027_0000001002|2011_09_30_drive_0027_0000001003|2011_09_30_drive_0027_0000001005|2011_09_30_drive_0027_0000001006|2011_09_30_drive_0027_0000001007|2011_09_30_drive_0027_0000001009,0.462,1.0,2.233,0
132,0.4,7,3,1|2|6,2011_09_30_drive_0028_0000000062|2011_09_30_drive_0028_0000000063|2011_09_30_drive_0028_0000000069,3,1|2|6,2011_09_30_drive_0028_0000000062|2011_09_30_drive_0028_0000000063|2011_09_30_drive_0028_0000000069,1.0,1.0,1.256,0
138,0.4,9,4,3|4|6|8,2011_09_30_drive_0028_0000001864|2011_09_30_drive_0028_0000001866|2011_09_30_drive_0028_0000001870|2011_09_30_drive_0028_0000001874,5,1|3|4|6|8,2011_09_30_drive_0028_0000001862|2011_09_30_drive_0028_0000001864|2011_09_30_drive_0028_0000001866|2011_09_30_drive_0028_0000001870|2011_09_30_drive_0028_0000001874,0.8,1.0,3.908,0
139,0.4,7,3,0|2|4,2011_09_30_drive_0028_0000001863|2011_09_30_drive_0028_0000001866|2011_09_30_drive_0028_0000001870,3,0|2|4,2011_09_30_drive_0028_0000001863|2011_09_30_drive_0028_0000001866|2011_09_30_drive_0028_0000001870,1.0,1.0,0.905,0
141,0.4,15,6,1|4|5|8|9|10,2011_09_30_drive_0028_0000002475|2011_09_30_drive_0028_0000002478|2011_09_30_drive_0028_0000002479|2011_09_30_drive_0028_0000002483|2011_09_30_drive_0028_0000002484|2011_09_30_drive_0028_0000002485,8,1|4|5|8|9|10|13|14,2011_09_30_drive_0028_0000002475|2011_09_30_drive_0028_0000002478|2011_09_30_drive_0028_0000002479|2011_09_30_drive_0028_0000002483|2011_09_30_drive_0028_0000002484|2011_09_30_drive_0028_0000002485|2011_09_30_drive_0028_0000002488|2011_09_30_drive_0028_0000002489,0.75,1.0,5.273,0
142,0.4,12,5,1|3|5|6|10,2011_09_30_drive_0028_0000002485|2011_09_30_drive_0028_0000002487|2011_09_30_drive_0028_0000002489|2011_09_30_drive_0028_0000002490|2011_09_30_drive_0028_0000002499,6,1|3|5|6|10|11,2011_09_30_drive_0028_0000002485|2011_09_30_drive_0028_0000002487|2011_09_30_drive_0028_0000002489|2011_09_30_drive_0028_0000002490|2011_09_30_drive_0028_0000002499|2011_09_30_drive_0028_0000002501,0.833,1.0,0.854,0
144,0.4,11,4,2|5|6|10,2011_09_30_drive_0028_0000002571|2011_09_30_drive_0028_0000002574|2011_09_30_drive_0028_0000002575|2011_09_30_drive_0028_0000002581,4,2|5|6|10,2011_09_30_drive_0028_0000002571|2011_09_30_drive_0028_0000002574|2011_09_30_drive_0028_0000002575|2011_09_30_drive_0028_0000002581,1.0,1.0,2.8,0
146,0.4,7,3,1|2|4,2011_09_30_drive_0028_0000002597|2011_09_30_drive_0028_0000002598|2011_09_30_drive_0028_0000002600,3,1|2|4,2011_09_30_drive_0028_0000002597|2011_09_30_drive_0028_0000002598|2011_09_30_drive_0028_0000002600,1.0,1.0,2.229,0
147,0.4,8,3,4|6|7,2011_09_30_drive_0028_0000002887|2011_09_30_drive_0028_0000002891|2011_09_30_drive_0028_0000002893,4,1|4|6|7,2011_09_30_drive_0028_0000002881|2011_09_30_drive_0028_0000002887|2011_09_30_drive_0028_0000002891|2011_09_30_drive_0028_0000002893,0.75,1.0,1.445,0
148,0.4,11,4,3|5|8|10,2011_09_30_drive_0028_0000002971|2011_09_30_drive_0028_0000002975|2011_09_30_drive_0028_0000002981|2011_09_30_drive_0028_0000002985,4,3|5|8|10,2011_09_30_drive_0028_0000002971|2011_09_30_drive_0028_0000002975|2011_09_30_drive_0028_0000002981|2011_09_30_drive_0028_0000002985,1.0,1.0,0.661,0
151,0.4,8,3,1|4|5,2011_09_30_drive_0028_0000002969|2011_09_30_drive_0028_0000002973|2011_09_30_drive_0028_0000002975,4,0|1|4|5,2011_09_30_drive_0028_0000002968|2011_09_30_drive_0028_0000002969|2011_09_30_drive_0028_0000002973|2011_09_30_drive_0028_0000002975,0.75,1.0,0.581,0
153,0.4,10,4,2|5|6|9,2011_09_30_drive_0028_0000003218|2011_09_30_drive_0028_0000003222|2011_09_30_drive_0028_0000003224|2011_09_30_drive_0028_0000003230,4,2|5|6|9,2011_09_30_drive_0028_0000003218|2011_09_30_drive_0028_0000003222|2011_09_30_drive_0028_0000003224|2011_09_30_drive_0028_0000003230,1.0,1.0,0.27,0
156,0.4,10,4,1|5|7|9,2011_09_30_drive_0028_0000003457|2011_09_30_drive_0028_0000003461|2011_09_30_drive_0028_0000003463|2011_09_30_drive_0028_0000003465,4,1|5|7|9,2011_09_30_drive_0028_0000003457|2011_09_30_drive_0028_0000003461|2011_09_30_drive_0028_0000003463|2011_09_30_drive_0028_0000003465,1.0,1.0,3.845,0
157,0.4,10,4,0|4|5|8,2011_09_30_drive_0028_0000003461|2011_09_30_drive_0028_0000003465|2011_09_30_drive_0028_0000003466|2011_09_30_drive_0028_0000003469,4,0|4|5|8,2011_09_30_drive_0028_0000003461|2011_09_30_drive_0028_0000003465|2011_09_30_drive_0028_0000003466|2011_09_30_drive_0028_0000003469,1.0,1.0,0.639,0
159,0.4,8,3,1|2|7,2011_09_30_drive_0028_0000003710|2011_09_30_drive_0028_0000003711|2011_09_30_drive_0028_0000003718,3,1|2|7,2011_09_30_drive_0028_0000003710|2011_09_30_drive_0028_0000003711|2011_09_30_drive_0028_0000003718,1.0,1.0,0.634,0
169,0.4,7,3,1|3|6,2011_09_30_drive_0028_0000004825|2011_09_30_drive_0028_0000004827|2011_09_30_drive_0028_0000004833,4,0|1|3|6,2011_09_30_drive_0028_0000004824|2011_09_30_drive_0028_0000004825|2011_09_30_drive_0028_0000004827|2011_09_30_drive_0028_0000004833,0.75,1.0,0.423,0
170,0.4,7,3,0|1|5,2011_09_30_drive_0028_0000004824|2011_09_30_drive_0028_0000004825|2011_09_30_drive_0028_0000004831,3,0|1|5,2011_09_30_drive_0028_0000004824|2011_09_30_drive_0028_0000004825|2011_09_30_drive_0028_0000004831,1.0,1.0,0.588,0
172,0.4,7,3,0|3|4,2011_09_30_drive_0028_0000004950|2011_09_30_drive_0028_0000004953|2011_09_30_drive_0028_0000004954,4,0|3|4|6,2011_09_30_drive_0028_0000004950|2011_09_30_drive_0028_0000004953|2011_09_30_drive_0028_0000004954|2011_09_30_drive_0028_0000004956,0.75,1.0,0.617,0
173,0.4,12,5,2|3|6|7|11,2011_09_30_drive_0028_0000004952|2011_09_30_drive_0028_0000004953|2011_09_30_drive_0028_0000004956|2011_09_30_drive_0028_0000004958|2011_09_30_drive_0028_0000004966,5,2|3|6|7|11,2011_09_30_drive_0028_0000004952|2011_09_30_drive_0028_0000004953|2011_09_30_drive_0028_0000004956|2011_09_30_drive_0028_0000004958|2011_09_30_drive_0028_0000004966,1.0,1.0,7.707,0
174,0.4,7,3,0|1|5,2011_09_30_drive_0028_0000004950|2011_09_30_drive_0028_0000004951|2011_09_30_drive_0028_0000004955,3,0|1|5,2011_09_30_drive_0028_0000004950|2011_09_30_drive_0028_0000004951|2011_09_30_drive_0028_0000004955,1.0,1.0,1.096,0
175,0.4,10,4,1|3|4|5,2011_09_30_drive_0028_0000005040|2011_09_30_drive_0028_0000005042|2011_09_30_drive_0028_0000005043|2011_09_30_drive_0028_0000005045,5,0|1|3|4|5,2011_09_30_drive_0028_0000005039|2011_09_30_drive_0028_0000005040|2011_09_30_drive_0028_0000005042|2011_09_30_drive_0028_0000005043|2011_09_30_drive_0028_0000005045,0.8,1.0,11.47,0
177,0.4,8,3,0|1|6,2011_09_30_drive_0033_0000000503|2011_09_30_drive_0033_0000000504|2011_09_30_drive_0033_0000000509,3,0|1|6,2011_09_30_drive_0033_0000000503|2011_09_30_drive_0033_0000000504|2011_09_30_drive_0033_0000000509,1.0,1.0,0.851,0
178,0.4,11,4,2|3|5|6,2011_09_30_drive_0033_0000000508|2011_09_30_drive_0033_0000000509|2011_09_30_drive_0033_0000000511|2011_09_30_drive_0033_0000000513,4,2|3|5|6,2011_09_30_drive_0033_0000000508|2011_09_30_drive_0033_0000000509|2011_09_30_drive_0033_0000000511|2011_09_30_drive_0033_0000000513,1.0,1.0,2.642,0
183,0.4,13,5,0|2|7|9|11,2011_09_30_drive_0033_0000001460|2011_09_30_drive_0033_0000001462|2011_09_30_drive_0033_0000001467|2011_09_30_drive_0033_0000001469|2011_09_30_drive_0033_0000001471,5,0|2|7|9|11,2011_09_30_drive_0033_0000001460|2011_09_30_drive_0033_0000001462|2011_09_30_drive_0033_0000001467|2011_09_30_drive_0033_0000001469|2011_09_30_drive_0033_0000001471,1.0,1.0,1.001,0
185,0.4,9,4,0|5|6|8,2011_09_30_drive_0033_0000001488|2011_09_30_drive_0033_0000001493|2011_09_30_drive_0033_0000001494|2011_09_30_drive_0033_0000001496,4,0|5|6|8,2011_09_30_drive_0033_0000001488|2011_09_30_drive_0033_0000001493|2011_09_30_drive_0033_0000001494|2011_09_30_drive_0033_0000001496,1.0,1.0,10.243,0
186,0.4,11,4,0|2|5|6,2011_09_30_drive_0034_0000000035|2011_09_30_drive_0034_0000000037|2011_09_30_drive_0034_0000000040|2011_09_30_drive_0034_0000000041,4,0|2|5|6,2011_09_30_drive_0034_0000000035|2011_09_30_drive_0034_0000000037|2011_09_30_drive_0034_0000000040|2011_09_30_drive_0034_0000000041,1.0,1.0,1.608,0
189,0.4,10,4,2|3|4|8,2011_09_30_drive_0034_0000000527|2011_09_30_drive_0034_0000000528|2011_09_30_drive_0034_0000000529|2011_09_30_drive_0034_0000000533,4,2|3|4|8,2011_09_30_drive_0034_0000000527|2011_09_30_drive_0034_0000000528|2011_09_30_drive_0034_0000000529|2011_09_30_drive_0034_0000000533,1.0,1.0,0.81,0
190,0.4,9,4,2|4|5|6,2011_09_30_drive_0034_0000000528|2011_09_30_drive_0034_0000000530|2011_09_30_drive_0034_0000000531|2011_09_30_drive_0034_0000000532,4,2|4|5|6,2011_09_30_drive_0034_0000000528|2011_09_30_drive_0034_0000000530|2011_09_30_drive_0034_0000000531|2011_09_30_drive_0034_0000000532,1.0,1.0,0.117,0
191,0.4,8,3,3|5|6,2011_09_30_drive_0034_0000000530|2011_09_30_drive_0034_0000000532|2011_09_30_drive_0034_0000000533,3,3|5|6,2011_09_30_drive_0034_0000000530|2011_09_30_drive_0034_0000000532|2011_09_30_drive_0034_0000000533,1.0,1.0,1.234,0
200,0.4,11,4,1|2|5|10,2011_10_03_drive_0027_0000000079|2011_10_03_drive_0027_0000000081|2011_10_03_drive_0027_0000000084|2011_10_03_drive_0027_0000000089,5,1|2|5|9|10,2011_10_03_drive_0027_0000000079|2011_10_03_drive_0027_0000000081|2011_10_03_drive_0027_0000000084|2011_10_03_drive_0027_0000000088|2011_10_03_drive_0027_0000000089,0.8,1.0,2.381,0
201,0.4,11,4,2|3|8|10,2011_10_03_drive_0027_0000000081|2011_10_03_drive_0027_0000000082|2011_10_03_drive_0027_0000000087|2011_10_03_drive_0027_0000000089,4,2|3|8|10,2011_10_03_drive_0027_0000000081|2011_10_03_drive_0027_0000000082|2011_10_03_drive_0027_0000000087|2011_10_03_drive_0027_0000000089,1.0,1.0,2.291,0
202,0.4,20,8,0|2|3|10|12|13|15|19,2011_10_03_drive_0027_0000000078|2011_10_03_drive_0027_0000000081|2011_10_03_drive_0027_0000000082|2011_10_03_drive_0027_0000000089|2011_10_03_drive_0027_0000000091|2011_10_03_drive_0027_0000000092|2011_10_03_drive_0027_0000000094|2011_10_03_drive_0027_0000000098,10,0|1|2|3|10|12|13|14|15|19,2011_10_03_drive_0027_0000000078|2011_10_03_drive_0027_0000000079|2011_10_03_drive_0027_0000000081|2011_10_03_drive_0027_0000000082|2011_10_03_drive_0027_0000000089|2011_10_03_drive_0027_0000000091|2011_10_03_drive_0027_0000000092|2011_10_03_drive_0027_0000000093|2011_10_03_drive_0027_0000000094|2011_10_03_drive_0027_0000000098,0.8,1.0,1.235,0
204,0.4,16,6,1|4|5|7|11|13,2011_10_03_drive_0027_0000000394|2011_10_03_drive_0027_0000000397|2011_10_03_drive_0027_0000000398|2011_10_03_drive_0027_0000000400|2011_10_03_drive_0027_0000000404|2011_10_03_drive_0027_0000000406,7,0|1|4|5|7|11|13,2011_10_03_drive_0027_0000000392|2011_10_03_drive_0027_0000000394|2011_10_03_drive_0027_0000000397|2011_10_03_drive_0027_0000000398|2011_10_03_drive_0027_0000000400|2011_10_03_drive_0027_0000000404|2011_10_03_drive_0027_0000000406,0.857,1.0,0.66,0
205,0.4,17,7,1|3|4|5|7|8|12,2011_10_03_drive_0027_0000000496|2011_10_03_drive_0027_0000000499|2011_10_03_drive_0027_0000000500|2011_10_03_drive_0027_0000000501|2011_10_03_drive_0027_0000000503|2011_10_03_drive_0027_0000000504|2011_10_03_drive_0027_0000000508,12,0|1|2|3|4|5|6|7|8|9|12|14,2011_10_03_drive_0027_0000000494|2011_10_03_drive_0027_0000000496|2011_10_03_drive_0027_0000000498|2011_10_03_drive_0027_0000000499|2011_10_03_drive_0027_0000000500|2011_10_03_drive_0027_0000000501|2011_10_03_drive_0027_0000000502|2011_10_03_drive_0027_0000000503|2011_10_03_drive_0027_0000000504|2011_10_03_drive_0027_0000000505|2011_10_03_drive_0027_0000000508|2011_10_03_drive_0027_0000000510,0.583,1.0,0.399,0
206,0.4,23,9,3|4|6|7|9|10|14|15|22,2011_10_03_drive_0027_0000000499|2011_10_03_drive_0027_0000000500|2011_10_03_drive_0027_0000000502|2011_10_03_drive_0027_0000000503|2011_10_03_drive_0027_0000000505|2011_10_03_drive_0027_0000000506|2011_10_03_drive_0027_0000000510|2011_10_03_drive_0027_0000000511|2011_10_03_drive_0027_0000000518,13,1|2|3|4|5|6|7|8|9|10|14|15|22,2011_10_03_drive_0027_0000000496|2011_10_03_drive_0027_0000000498|2011_10_03_drive_0027_0000000499|2011_10_03_drive_0027_0000000500|2011_10_03_drive_0027_0000000501|2011_10_03_drive_0027_0000000502|2011_10_03_drive_0027_0000000503|2011_10_03_drive_0027_0000000504|2011_10_03_drive_0027_0000000505|2011_10_03_drive_0027_0000000506|2011_10_03_drive_0027_0000000510|2011_10_03_drive_0027_0000000511|2011_10_03_drive_0027_0000000518,0.692,1.0,1.04,0
207,0.4,28,11,7|8|10|12|14|16|17|19|23|24|25,2011_10_03_drive_0027_0000000508|2011_10_03_drive_0027_0000000509|2011_10_03_drive_0027_0000000511|2011_10_03_drive_0027_0000000513|2011_10_03_drive_0027_0000000515|2011_10_03_drive_0027_0000000517|2011_10_03_drive_0027_0000000518|2011_10_03_drive_0027_0000000520|2011_10_03_drive_0027_0000000524|2011_10_03_drive_0027_0000000525|2011_10_03_drive_0027_0000000526,22,0|2|3|4|5|7|8|10|11|12|13|14|15|16|17|18|19|20|21|23|24|25,2011_10_03_drive_0027_0000000501|2011_10_03_drive_0027_0000000503|2011_10_03_drive_0027_0000000504|2011_10_03_drive_0027_0000000505|2011_10_03_drive_0027_0000000506|2011_10_03_drive_0027_0000000508|2011_10_03_drive_0027_0000000509|2011_10_03_drive_0027_0000000511|2011_10_03_drive_0027_0000000512|2011_10_03_drive_0027_0000000513|2011_10_03_drive_0027_0000000514|2011_10_03_drive_0027_0000000515|2011_10_03_drive_0027_0000000516|2011_10_03_drive_0027_0000000517|2011_10_03_drive_0027_0000000518|2011_10_03_drive_0027_0000000519|2011_10_03_drive_0027_0000000520|2011_10_03_drive_0027_0000000521|2011_10_03_drive_0027_0000000522|2011_10_03_drive_0027_0000000524|2011_10_03_drive_0027_0000000525|2011_10_03_drive_0027_0000000526,0.5,1.0,7.213,0
208,0.4,7,3,1|2|6,2011_10_03_drive_0027_0000000695|2011_10_03_drive_0027_0000000696|2011_10_03_drive_0027_0000000700,4,0|1|2|6,2011_10_03_drive_0027_0000000694|2011_10_03_drive_0027_0000000695|2011_10_03_drive_0027_0000000696|2011_10_03_drive_0027_0000000700,0.75,1.0,1.254,0
