sign_id,ratio,k,n_injected,injected_idx,injected_frames,n_detected,detected_idx,detected_frames,detect_precision,detect_recall,err_m,fallback
0,0.0,27,0,,,3,6|7|16,2011_09_26_drive_0005_0000000020|2011_09_26_drive_0005_0000000022|2011_09_26_drive_0005_0000000040,0.0,1.0,1.195,0
1,0.0,9,0,,,3,0|1|2,2011_09_26_drive_0005_0000000044|2011_09_26_drive_0005_0000000046|2011_09_26_drive_0005_0000000048,0.0,1.0,3.026,0
3,0.0,16,0,,,3,1|13|15,2011_09_26_drive_0009_0000000127|2011_09_26_drive_0009_0000000151|2011_09_26_drive_0009_0000000155,0.0,1.0,4.41,0
4,0.0,16,0,,,3,1|2|9,2011_09_26_drive_0009_0000000245|2011_09_26_drive_0009_0000000247|2011_09_26_drive_0009_0000000257,0.0,1.0,1.054,0
7,0.0,10,0,,,3,4|5|9,2011_09_26_drive_0011_0000000057|2011_09_26_drive_0011_0000000058|2011_09_26_drive_0011_0000000062,0.0,1.0,1.196,0
10,0.0,13,0,,,3,6|8|11,2011_09_26_drive_0014_0000000059|2011_09_26_drive_0014_0000000061|2011_09_26_drive_0014_0000000064,0.0,1.0,0.537,0
12,0.0,7,0,,,3,4|5|6,2011_09_26_drive_0014_0000000162|2011_09_26_drive_0014_0000000163|2011_09_26_drive_0014_0000000164,0.0,1.0,0.753,0
13,0.0,11,0,,,3,0|2|3,2011_09_26_drive_0014_0000000259|2011_09_26_drive_0014_0000000261|2011_09_26_drive_0014_0000000262,0.0,1.0,0.826,0
15,0.0,14,0,,,3,3|7|11,2011_09_26_drive_0015_0000000240|2011_09_26_drive_0015_0000000244|2011_09_26_drive_0015_0000000248,0.0,1.0,0.757,0
17,0.0,11,0,,,3,7|8|9,2011_09_26_drive_0018_0000000208|2011_09_26_drive_0018_0000000209|2011_09_26_drive_0018_0000000210,0.0,1.0,0.983,0
18,0.0,17,0,,,3,0|10|14,2011_09_26_drive_0018_0000000205|2011_09_26_drive_0018_0000000215|2011_09_26_drive_0018_0000000219,0.0,1.0,3.468,0
21,0.0,11,0,,,3,0|2|10,2011_09_26_drive_0028_0000000182|2011_09_26_drive_0028_0000000184|2011_09_26_drive_0028_0000000192,0.0,1.0,3.358,0
24,0.0,8,0,,,3,0|5|7,2011_09_26_drive_0028_0000000400|2011_09_26_drive_0028_0000000405|2011_09_26_drive_0028_0000000407,0.0,1.0,0.584,0
25,0.0,10,0,,,3,3|4|6,2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000172|2011_09_26_drive_0029_0000000176,0.0,1.0,1.561,0
26,0.0,10,0,,,3,3|7|9,2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000179|2011_09_26_drive_0029_0000000183,0.0,1.0,4.042,0
27,0.0,10,0,,,3,1|5|9,2011_09_26_drive_0029_0000000166|2011_09_26_drive_0029_0000000174|2011_09_26_drive_0029_0000000183,0.0,1.0,4.234,0
28,0.0,8,0,,,3,0|1|7,2011_09_26_drive_0032_0000000213|2011_09_26_drive_0032_0000000215|2011_09_26_drive_0032_0000000226,0.0,1.0,1.292,0
29,0.0,13,0,,,3,0|11|12,2011_09_26_drive_0032_0000000222|2011_09_26_drive_0032_0000000244|2011_09_26_drive_0032_0000000246,0.0,1.0,1.368,0
30,0.0,11,0,,,3,2|9|10,2011_09_26_drive_0032_0000000262|2011_09_26_drive_0032_0000000270|2011_09_26_drive_0032_0000000271,0.0,1.0,0.507,0
34,0.0,14,0,,,3,1|11|13,2011_09_26_drive_0036_0000000015|2011_09_26_drive_0036_0000000025|2011_09_26_drive_0036_0000000027,0.0,1.0,0.899,0
36,0.0,18,0,,,3,2|5|8,2011_09_26_drive_0036_0000000272|2011_09_26_drive_0036_0000000275|2011_09_26_drive_0036_0000000278,0.0,1.0,4.237,0
37,0.0,18,0,,,3,2|16|17,2011_09_26_drive_0036_0000000272|2011_09_26_drive_0036_0000000287|2011_09_26_drive_0036_0000000288,0.0,1.0,3.12,0
39,0.0,26,0,,,3,19|21|22,2011_09_26_drive_0046_0000000064|2011_09_26_drive_0046_0000000067|2011_09_26_drive_0046_0000000069,0.0,1.0,1.96,0
40,0.0,7,0,,,3,4|5|6,2011_09_26_drive_0051_0000000123|2011_09_26_drive_0051_0000000124|2011_09_26_drive_0051_0000000126,0.0,1.0,0.841,0
42,0.0,12,0,,,3,0|6|10,2011_09_26_drive_0051_0000000141|2011_09_26_drive_0051_0000000153|2011_09_26_drive_0051_0000000161,0.0,1.0,1.467,0
43,0.0,9,0,,,3,4|6|8,2011_09_26_drive_0056_0000000014|2011_09_26_drive_0056_0000000016|2011_09_26_drive_0056_0000000018,0.0,1.0,1.584,0
45,0.0,13,0,,,3,5|8|11,2011_09_26_drive_0057_0000000334|2011_09_26_drive_0057_0000000337|2011_09_26_drive_0057_0000000340,0.0,1.0,0.368,0
46,0.0,15,0,,,3,1|3|11,2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000026,0.0,1.0,0.761,0
47,0.0,19,0,,,3,12|14|15,2011_09_26_drive_0059_0000000028|2011_09_26_drive_0059_0000000032|2011_09_26_drive_0059_0000000034,0.0,1.0,0.327,0
48,0.0,19,0,,,3,0|1|14,2011_09_26_drive_0059_0000000006|2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000032,0.0,1.0,1.3,0
49,0.0,13,0,,,3,10|11|12,2011_09_26_drive_0059_0000000074|2011_09_26_drive_0059_0000000076|2011_09_26_drive_0059_0000000078,0.0,1.0,1.035,0
50,0.0,13,0,,,3,1|6|7,2011_09_26_drive_0059_0000000056|2011_09_26_drive_0059_0000000066|2011_09_26_drive_0059_0000000068,0.0,1.0,0.891,0
51,0.0,13,0,,,3,2|5|11,2011_09_26_drive_0059_0000000058|2011_09_26_drive_0059_0000000064|2011_09_26_drive_0059_0000000076,0.0,1.0,1.316,0
52,0.0,11,0,,,3,2|3|5,2011_09_26_drive_0059_0000000348|2011_09_26_drive_0059_0000000350|2011_09_26_drive_0059_0000000354,0.0,1.0,3.404,0
54,0.0,13,0,,,3,9|10|12,2011_09_26_drive_0061_0000000177|2011_09_26_drive_0061_0000000178|2011_09_26_drive_0061_0000000180,0.0,1.0,0.426,0
58,0.0,33,0,,,3,1|2|4,2011_09_26_drive_0064_0000000395|2011_09_26_drive_0064_0000000396|2011_09_26_drive_0064_0000000398,0.0,1.0,3.682,0
63,0.0,7,0,,,3,0|4|6,2011_09_26_drive_0070_0000000351|2011_09_26_drive_0070_0000000355|2011_09_26_drive_0070_0000000357,0.0,1.0,2.861,0
64,0.0,10,0,,,3,3|8|9,2011_09_26_drive_0084_0000000136|2011_09_26_drive_0084_0000000141|2011_09_26_drive_0084_0000000142,0.0,1.0,6.516,0
67,0.0,18,0,,,3,2|12|15,2011_09_26_drive_0091_0000000121|2011_09_26_drive_0091_0000000131|2011_09_26_drive_0091_0000000134,0.0,1.0,0.524,0
68,0.0,16,0,,,3,4|5|7,2011_09_26_drive_0091_0000000138|2011_09_26_drive_0091_0000000140|2011_09_26_drive_0091_0000000144,0.0,1.0,5.802,0
69,0.0,10,0,,,3,1|2|9,2011_09_26_drive_0091_0000000324|2011_09_26_drive_0091_0000000326|2011_09_26_drive_0091_0000000339,0.0,1.0,0.669,0
70,0.0,11,0,,,3,2|8|10,2011_09_26_drive_0093_0000000135|2011_09_26_drive_0093_0000000141|2011_09_26_drive_0093_0000000143,0.0,1.0,2.789,0
71,0.0,12,0,,,3,3|9|11,2011_09_26_drive_0093_0000000136|2011_09_26_drive_0093_0000000142|2011_09_26_drive_0093_0000000144,0.0,1.0,0.977,0
72,0.0,26,0,,,3,4|21|22,2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000377|2011_09_26_drive_0093_0000000378,0.0,1.0,13.837,0
73,0.0,17,0,,,3,4|7|14,2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000370,0.0,1.0,11.1,0
75,0.0,19,0,,,3,5|11|18,2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000374,0.0,1.0,10.795,0
76,0.0,19,0,,,3,2|5|7,2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000365|2011_09_26_drive_0093_0000000367,0.0,1.0,12.598,0
81,0.0,7,0,,,3,4|5|6,2011_09_26_drive_0101_0000000430|2011_09_26_drive_0101_0000000431|2011_09_26_drive_0101_0000000432,0.0,1.0,1.179,0
84,0.0,8,0,,,3,0|5|6,2011_09_26_drive_0101_0000000744|2011_09_26_drive_0101_0000000749|2011_09_26_drive_0101_0000000750,0.0,1.0,2.476,0
87,0.0,19,0,,,3,16|17|18,2011_09_26_drive_0104_0000000032|2011_09_26_drive_0104_0000000033|2011_09_26_drive_0104_0000000034,0.0,1.0,0.499,0
88,0.0,19,0,,,3,5|12|18,2011_09_26_drive_0104_0000000021|2011_09_26_drive_0104_0000000028|2011_09_26_drive_0104_0000000034,0.0,1.0,0.818,0
89,0.0,12,0,,,3,0|9|11,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000025|2011_09_26_drive_0104_0000000027,0.0,1.0,13.582,0
90,0.0,19,0,,,3,8|16|18,2011_09_26_drive_0104_0000000043|2011_09_26_drive_0104_0000000052|2011_09_26_drive_0104_0000000054,0.0,1.0,0.821,0
91,0.0,16,0,,,3,4|5|14,2011_09_26_drive_0104_0000000061|2011_09_26_drive_0104_0000000062|2011_09_26_drive_0104_0000000071,0.0,1.0,0.029,0
93,0.0,14,0,,,3,2|10|11,2011_09_26_drive_0104_0000000198|2011_09_26_drive_0104_0000000206|2011_09_26_drive_0104_0000000207,0.0,1.0,0.431,0
94,0.0,8,0,,,3,2|4|6,2011_09_26_drive_0104_0000000219|2011_09_26_drive_0104_0000000223|2011_09_26_drive_0104_0000000227,0.0,1.0,0.352,0
96,0.0,7,0,,,3,1|5|6,2011_09_26_drive_0104_0000000302|2011_09_26_drive_0104_0000000306|2011_09_26_drive_0104_0000000307,0.0,1.0,0.728,0
97,0.0,13,0,,,3,10|11|12,2011_09_26_drive_0106_0000000214|2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000216,0.0,1.0,2.499,0
98,0.0,18,0,,,3,1|6|16,2011_09_26_drive_0106_0000000205|2011_09_26_drive_0106_0000000210|2011_09_26_drive_0106_0000000223,0.0,1.0,0.82,0
99,0.0,10,0,,,3,2|3|9,2011_09_26_drive_0106_0000000214|2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000225,0.0,1.0,8.586,0
102,0.0,11,0,,,3,8|9|10,2011_09_28_drive_0002_0000000049|2011_09_28_drive_0002_0000000051|2011_09_28_drive_0002_0000000053,0.0,1.0,0.258,0
103,0.0,14,0,,,3,1|2|3,2011_09_28_drive_0002_0000000060|2011_09_28_drive_0002_0000000061|2011_09_28_drive_0002_0000000062,0.0,1.0,12.327,0
105,0.0,8,0,,,3,2|6|7,2011_09_29_drive_0026_0000000006|2011_09_29_drive_0026_0000000014|2011_09_29_drive_0026_0000000016,0.0,1.0,0.28,0
106,0.0,8,0,,,3,1|5|7,2011_09_29_drive_0071_0000000161|2011_09_29_drive_0071_0000000169|2011_09_29_drive_0071_0000000173,0.0,1.0,1.618,0
108,0.0,17,0,,,3,1|5|8,2011_09_30_drive_0018_0000000078|2011_09_30_drive_0018_0000000082|2011_09_30_drive_0018_0000000085,0.0,1.0,0.659,0
109,0.0,21,0,,,3,0|1|4,2011_09_30_drive_0018_0000000740|2011_09_30_drive_0018_0000000741|2011_09_30_drive_0018_0000000744,0.0,1.0,0.958,0
111,0.0,21,0,,,3,0|3|9,2011_09_30_drive_0018_0000001484|2011_09_30_drive_0018_0000001487|2011_09_30_drive_0018_0000001493,0.0,1.0,1.061,0
112,0.0,21,0,,,3,0|1|2,2011_09_30_drive_0018_0000002260|2011_09_30_drive_0018_0000002261|2011_09_30_drive_0018_0000002262,0.0,1.0,3.164,0
114,0.0,9,0,,,3,1|3|7,2011_09_30_drive_0018_0000002604|2011_09_30_drive_0018_0000002606|2011_09_30_drive_0018_0000002610,0.0,1.0,1.635,0
115,0.0,14,0,,,3,1|2|11,2011_09_30_drive_0018_0000002661|2011_09_30_drive_0018_0000002662|2011_09_30_drive_0018_0000002671,0.0,1.0,0.806,0
117,0.0,7,0,,,3,0|5|6,2011_09_30_drive_0020_0000000222|2011_09_30_drive_0020_0000000227|2011_09_30_drive_0020_0000000228,0.0,1.0,0.906,0
118,0.0,16,0,,,3,1|3|4,2011_09_30_drive_0020_0000000844|2011_09_30_drive_0020_0000000846|2011_09_30_drive_0020_0000000847,0.0,1.0,1.646,0
119,0.0,7,0,,,3,4|5|6,2011_09_30_drive_0020_0000001045|2011_09_30_drive_0020_0000001046|2011_09_30_drive_0020_0000001047,0.0,1.0,0.937,0
120,0.0,16,0,,,3,2|3|7,2011_09_30_drive_0027_0000000107|2011_09_30_drive_0027_0000000108|2011_09_30_drive_0027_0000000112,0.0,1.0,3.647,0
121,0.0,18,0,,,3,7|8|14,2011_09_30_drive_0027_0000000439|2011_09_30_drive_0027_0000000440|2011_09_30_drive_0027_0000000446,0.0,1.0,1.298,0
122,0.0,10,0,,,3,1|2|9,2011_09_30_drive_0027_0000000441|2011_09_30_drive_0027_0000000442|2011_09_30_drive_0027_0000000449,0.0,1.0,5.569,0
124,0.0,15,0,,,3,0|1|2,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000609|2011_09_30_drive_0027_0000000610,0.0,1.0,1.969,0
125,0.0,15,0,,,3,0|1|3,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000609|2011_09_30_drive_0027_0000000611,0.0,1.0,0.993,0
126,0.0,27,0,,,3,0|1|13,2011_09_30_drive_0027_0000000614|2011_09_30_drive_0027_0000000615|2011_09_30_drive_0027_0000000628,0.0,1.0,1.686,0
127,0.0,7,0,,,3,0|1|3,2011_09_30_drive_0027_0000000859|2011_09_30_drive_0027_0000000860|2011_09_30_drive_0027_0000000862,0.0,1.0,0.739,0
130,0.0,16,0,,,3,4|12|13,2011_09_30_drive_0027_0000000998|2011_09_30_drive_0027_0000001006|2011_09_30_drive_0027_0000001007,0.0,1.0,3.001,0
132,0.0,7,0,,,3,1|2|3,2011_09_30_drive_0028_0000000062|2011_09_30_drive_0028_0000000063|2011_09_30_drive_0028_0000000064,0.0,1.0,1.164,0
138,0.0,9,0,,,3,0|6|7,2011_09_30_drive_0028_0000001861|2011_09_30_drive_0028_0000001870|2011_09_30_drive_0028_0000001872,0.0,1.0,4.146,0
139,0.0,7,0,,,3,1|3|6,2011_09_30_drive_0028_0000001864|2011_09_30_drive_0028_0000001868|2011_09_30_drive_0028_0000001874,0.0,1.0,0.889,0
141,0.0,15,0,,,3,4|13|14,2011_09_30_drive_0028_0000002478|2011_09_30_drive_0028_0000002488|2011_09_30_drive_0028_0000002489,0.0,1.0,4.912,0
142,0.0,12,0,,,3,7|10|11,2011_09_30_drive_0028_0000002492|2011_09_30_drive_0028_0000002499|2011_09_30_drive_0028_0000002501,0.0,1.0,1.035,0
144,0.0,11,0,,,3,2|4|8,2011_09_30_drive_0028_0000002571|2011_09_30_drive_0028_0000002573|2011_09_30_drive_0028_0000002577,0.0,1.0,2.519,0
146,0.0,7,0,,,3,0|2|4,2011_09_30_drive_0028_0000002596|2011_09_30_drive_0028_0000002598|2011_09_30_drive_0028_0000002600,0.0,1.0,2.279,0
147,0.0,8,0,,,3,0|1|4,2011_09_30_drive_0028_0000002880|2011_09_30_drive_0028_0000002881|2011_09_30_drive_0028_0000002887,0.0,1.0,0.803,0
148,0.0,11,0,,,3,2|8|10,2011_09_30_drive_0028_0000002970|2011_09_30_drive_0028_0000002981|2011_09_30_drive_0028_0000002985,0.0,1.0,0.554,0
151,0.0,8,0,,,3,0|1|6,2011_09_30_drive_0028_0000002968|2011_09_30_drive_0028_0000002969|2011_09_30_drive_0028_0000002977,0.0,1.0,0.773,0
153,0.0,10,0,,,3,2|3|9,2011_09_30_drive_0028_0000003218|2011_09_30_drive_0028_0000003219|2011_09_30_drive_0028_0000003230,0.0,1.0,0.04,0
156,0.0,10,0,,,3,1|3|9,2011_09_30_drive_0028_0000003457|2011_09_30_drive_0028_0000003459|2011_09_30_drive_0028_0000003465,0.0,1.0,3.575,0
157,0.0,10,0,,,3,0|4|5,2011_09_30_drive_0028_0000003461|2011_09_30_drive_0028_0000003465|2011_09_30_drive_0028_0000003466,0.0,1.0,0.819,0
159,0.0,8,0,,,3,0|1|5,2011_09_30_drive_0028_0000003709|2011_09_30_drive_0028_0000003710|2011_09_30_drive_0028_0000003714,0.0,1.0,0.282,0
169,0.0,7,0,,,3,0|4|6,2011_09_30_drive_0028_0000004824|2011_09_30_drive_0028_0000004829|2011_09_30_drive_0028_0000004833,0.0,1.0,0.341,0
170,0.0,7,0,,,3,2|3|6,2011_09_30_drive_0028_0000004826|2011_09_30_drive_0028_0000004827|2011_09_30_drive_0028_0000004833,0.0,1.0,0.26,0
172,0.0,7,0,,,3,3|4|6,2011_09_30_drive_0028_0000004953|2011_09_30_drive_0028_0000004954|2011_09_30_drive_0028_0000004956,0.0,1.0,1.398,0
173,0.0,12,0,,,3,1|2|7,2011_09_30_drive_0028_0000004951|2011_09_30_drive_0028_0000004952|2011_09_30_drive_0028_0000004958,0.0,1.0,6.851,0
174,0.0,7,0,,,3,3|5|6,2011_09_30_drive_0028_0000004953|2011_09_30_drive_0028_0000004955|2011_09_30_drive_0028_0000004956,0.0,1.0,0.823,0
175,0.0,10,0,,,3,5|6|9,2011_09_30_drive_0028_0000005045|2011_09_30_drive_0028_0000005047|2011_09_30_drive_0028_0000005053,0.0,1.0,12.061,0
177,0.0,8,0,,,3,0|6|7,2011_09_30_drive_0033_0000000503|2011_09_30_drive_0033_0000000509|2011_09_30_drive_0033_0000000510,0.0,1.0,0.753,0
178,0.0,11,0,,,3,3|4|5,2011_09_30_drive_0033_0000000509|2011_09_30_drive_0033_0000000510|2011_09_30_drive_0033_0000000511,0.0,1.0,2.646,0
183,0.0,13,0,,,3,1|5|11,2011_09_30_drive_0033_0000001461|2011_09_30_drive_0033_0000001465|2011_09_30_drive_0033_0000001471,0.0,1.0,0.426,0
185,0.0,9,0,,,3,0|1|7,2011_09_30_drive_0033_0000001488|2011_09_30_drive_0033_0000001489|2011_09_30_drive_0033_0000001495,0.0,1.0,10.577,0
186,0.0,11,0,,,3,3|7|10,2011_09_30_drive_0034_0000000038|2011_09_30_drive_0034_0000000042|2011_09_30_drive_0034_0000000045,0.0,1.0,1.511,0
189,0.0,10,0,,,3,3|5|9,2011_09_30_drive_0034_0000000528|2011_09_30_drive_0034_0000000530|2011_09_30_drive_0034_0000000534,0.0,1.0,0.377,0
190,0.0,9,0,,,3,3|6|7,2011_09_30_drive_0034_0000000529|2011_09_30_drive_0034_0000000532|2011_09_30_drive_0034_0000000533,0.0,1.0,0.348,0
191,0.0,8,0,,,3,0|6|7,2011_09_30_drive_0034_0000000527|2011_09_30_drive_0034_0000000533|2011_09_30_drive_0034_0000000534,0.0,1.0,1.475,0
200,0.0,11,0,,,3,3|8|10,2011_10_03_drive_0027_0000000082|2011_10_03_drive_0027_0000000087|2011_10_03_drive_0027_0000000089,0.0,1.0,2.718,0
201,0.0,11,0,,,3,0|1|8,2011_10_03_drive_0027_0000000078|2011_10_03_drive_0027_0000000079|2011_10_03_drive_0027_0000000087,0.0,1.0,1.961,0
202,0.0,20,0,,,3,4|18|19,2011_10_03_drive_0027_0000000083|2011_10_03_drive_0027_0000000097|2011_10_03_drive_0027_0000000098,0.0,1.0,1.251,0
204,0.0,16,0,,,3,0|1|15,2011_10_03_drive_0027_0000000392|2011_10_03_drive_0027_0000000394|2011_10_03_drive_0027_0000000408,0.0,1.0,0.519,0
205,0.0,17,0,,,3,0|1|2,2011_10_03_drive_0027_0000000494|2011_10_03_drive_0027_0000000496|2011_10_03_drive_0027_0000000498,0.0,1.0,0.87,0
206,0.0,23,0,,,3,4|9|19,2011_10_03_drive_0027_0000000500|2011_10_03_drive_0027_0000000505|2011_10_03_drive_0027_0000000515,0.0,1.0,1.156,0
207,0.0,28,0,,,3,13|21|25,2011_10_03_drive_0027_0000000514|2011_10_03_drive_0027_0000000522|2011_10_03_drive_0027_0000000526,0.0,1.0,6.361,0
208,0.0,7,0,,,3,0|5|6,2011_10_03_drive_0027_0000000694|2011_10_03_drive_0027_0000000699|2011_10_03_drive_0027_0000000700,0.0,1.0,1.727,0
209,0.0,11,0,,,3,2|3|10,2011_10_03_drive_0027_0000000708|2011_10_03_drive_0027_0000000709|2011_10_03_drive_0027_0000000716,0.0,1.0,3.188,0
210,0.0,18,0,,,3,7|14|16,2011_10_03_drive_0027_0000000837|2011_10_03_drive_0027_0000000844|2011_10_03_drive_0027_0000000846,0.0,1.0,1.905,0
211,0.0,12,0,,,3,2|4|7,2011_10_03_drive_0027_0000000838|2011_10_03_drive_0027_0000000840|2011_10_03_drive_0027_0000000843,0.0,1.0,3.333,0
213,0.0,15,0,,,3,0|13|14,2011_10_03_drive_0027_0000001089|2011_10_03_drive_0027_0000001102|2011_10_03_drive_0027_0000001103,0.0,1.0,0.575,0
214,0.0,10,0,,,3,0|7|9,2011_10_03_drive_0027_0000001094|2011_10_03_drive_0027_0000001101|2011_10_03_drive_0027_0000001103,0.0,1.0,4.247,0
215,0.0,7,0,,,3,4|5|6,2011_10_03_drive_0027_0000001180|2011_10_03_drive_0027_0000001181|2011_10_03_drive_0027_0000001182,0.0,1.0,1.668,0
216,0.0,15,0,,,3,0|1|4,2011_10_03_drive_0027_0000001180|2011_10_03_drive_0027_0000001181|2011_10_03_drive_0027_0000001184,0.0,1.0,3.887,0
218,0.0,9,0,,,3,0|1|5,2011_10_03_drive_0027_0000001249|2011_10_03_drive_0027_0000001250|2011_10_03_drive_0027_0000001254,0.0,1.0,0.837,0
219,0.0,15,0,,,3,9|11|12,2011_10_03_drive_0027_0000001353|2011_10_03_drive_0027_0000001355|2011_10_03_drive_0027_0000001356,0.0,1.0,0.433,0
220,0.0,15,0,,,3,1|3|4,2011_10_03_drive_0027_0000001345|2011_10_03_drive_0027_0000001347|2011_10_03_drive_0027_0000001348,0.0,1.0,0.895,0
221,0.0,20,0,,,3,0|1|11,2011_10_03_drive_0027_0000001347|2011_10_03_drive_0027_0000001348|2011_10_03_drive_0027_0000001358,0.0,1.0,3.375,0
222,0.0,12,0,,,3,0|1|11,2011_10_03_drive_0027_0000001526|2011_10_03_drive_0027_0000001527|2011_10_03_drive_0027_0000001537,0.0,1.0,5.249,0
223,0.0,12,0,,,3,3|10|11,2011_10_03_drive_0027_0000001532|2011_10_03_drive_0027_0000001539|2011_10_03_drive_0027_0000001540,0.0,1.0,2.051,0
224,0.0,12,0,,,3,1|2|3,2011_10_03_drive_0027_0000001530|2011_10_03_drive_0027_0000001531|2011_10_03_drive_0027_0000001532,0.0,1.0,1.9,0
225,0.0,9,0,,,3,0|1|4,2011_10_03_drive_0027_0000001529|2011_10_03_drive_0027_0000001530|2011_10_03_drive_0027_0000001533,0.0,1.0,1.807,0
226,0.0,9,0,,,3,0|1|6,2011_10_03_drive_0027_0000001529|2011_10_03_drive_0027_0000001530|2011_10_03_drive_0027_0000001535,0.0,1.0,2.385,0
229,0.0,16,0,,,3,4|6|13,2011_10_03_drive_0027_0000002226|2011_10_03_drive_0027_0000002228|2011_10_03_drive_0027_0000002237,0.0,1.0,1.143,0
232,0.0,12,0,,,3,0|1|6,2011_10_03_drive_0027_0000002397|2011_10_03_drive_0027_0000002399|2011_10_03_drive_0027_0000002404,0.0,1.0,0.291,0
233,0.0,10,0,,,3,5|8|9,2011_10_03_drive_0027_0000002457|2011_10_03_drive_0027_0000002460|2011_10_03_drive_0027_0000002461,0.0,1.0,0.457,0
235,0.0,14,0,,,3,3|10|12,2011_10_03_drive_0027_0000002675|2011_10_03_drive_0027_0000002682|2011_10_03_drive_0027_0000002684,0.0,1.0,3.266,0
236,0.0,8,0,,,3,0|4|5,2011_10_03_drive_0027_0000003089|2011_10_03_drive_0027_0000003094|2011_10_03_drive_0027_0000003095,0.0,1.0,0.79,0
238,0.0,7,0,,,3,4|5|6,2011_10_03_drive_0027_0000003350|2011_10_03_drive_0027_0000003351|2011_10_03_drive_0027_0000003352,0.0,1.0,1.181,0
240,0.0,13,0,,,3,2|8|12,2011_10_03_drive_0027_0000003404|2011_10_03_drive_0027_0000003411|2011_10_03_drive_0027_0000003415,0.0,1.0,0.231,0
241,0.0,11,0,,,3,0|1|8,2011_10_03_drive_0027_0000003492|2011_10_03_drive_0027_0000003493|2011_10_03_drive_0027_0000003500,0.0,1.0,0.752,0
242,0.0,17,0,,,3,1|8|9,2011_10_03_drive_0027_0000003493|2011_10_03_drive_0027_0000003500|2011_10_03_drive_0027_0000003501,0.0,1.0,1.51,0
243,0.0,20,0,,,3,9|10|12,2011_10_03_drive_0027_0000003507|2011_10_03_drive_0027_0000003508|2011_10_03_drive_0027_0000003510,0.0,1.0,6.005,0
246,0.0,8,0,,,3,0|5|6,2011_10_03_drive_0027_0000003763|2011_10_03_drive_0027_0000003768|2011_10_03_drive_0027_0000003769,0.0,1.0,5.926,0
247,0.0,7,0,,,3,0|4|6,2011_10_03_drive_0027_0000003766|2011_10_03_drive_0027_0000003770|2011_10_03_drive_0027_0000003772,0.0,1.0,3.337,0
248,0.0,14,0,,,3,1|2|11,2011_10_03_drive_0027_0000003835|2011_10_03_drive_0027_0000003837|2011_10_03_drive_0027_0000003846,0.0,1.0,0.115,0
249,0.0,12,0,,,3,2|7|11,2011_10_03_drive_0027_0000004386|2011_10_03_drive_0027_0000004391|2011_10_03_drive_0027_0000004395,0.0,1.0,0.422,0
251,0.0,8,0,,,3,0|1|5,2011_10_03_drive_0034_0000000082|2011_10_03_drive_0034_0000000083|2011_10_03_drive_0034_0000000087,0.0,1.0,1.503,0
252,0.0,9,0,,,3,0|1|2,2011_10_03_drive_0034_0000000087|2011_10_03_drive_0034_0000000088|2011_10_03_drive_0034_0000000089,0.0,1.0,2.477,0
253,0.0,8,0,,,3,5|6|7,2011_10_03_drive_0034_0000000119|2011_10_03_drive_0034_0000000120|2011_10_03_drive_0034_0000000121,0.0,1.0,3.904,0
254,0.0,11,0,,,3,3|4|8,2011_10_03_drive_0034_0000000206|2011_10_03_drive_0034_0000000207|2011_10_03_drive_0034_0000000211,0.0,1.0,4.525,0
255,0.0,10,0,,,3,2|5|9,2011_10_03_drive_0034_0000000226|2011_10_03_drive_0034_0000000229|2011_10_03_drive_0034_0000000233,0.0,1.0,0.448,0
256,0.0,8,0,,,3,0|1|6,2011_10_03_drive_0034_0000000267|2011_10_03_drive_0034_0000000268|2011_10_03_drive_0034_0000000273,0.0,1.0,0.038,0
257,0.0,12,0,,,3,7|9|10,2011_10_03_drive_0034_0000000294|2011_10_03_drive_0034_0000000296|2011_10_03_drive_0034_0000000297,0.0,1.0,5.039,0
258,0.0,8,0,,,3,1|6|7,2011_10_03_drive_0034_0000000310|2011_10_03_drive_0034_0000000315|2011_10_03_drive_0034_0000000316,0.0,1.0,1.443,0
259,0.0,7,0,,,3,0|5|6,2011_10_03_drive_0034_0000000383|2011_10_03_drive_0034_0000000388|2011_10_03_drive_0034_0000000389,0.0,1.0,1.035,0
260,0.0,9,0,,,3,0|2|8,2011_10_03_drive_0034_0000000409|2011_10_03_drive_0034_0000000411|2011_10_03_drive_0034_0000000417,0.0,1.0,3.699,0
261,0.0,7,0,,,3,0|4|6,2011_10_03_drive_0034_0000000455|2011_10_03_drive_0034_0000000459|2011_10_03_drive_0034_0000000461,0.0,1.0,2.125,0
